Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Bilirubin metabolic disorder,knowledge_full,2,2,1.0,750.0,620.3333333333334,750.0,0.13935160308078087,274.0,0.6666666666666666,1.0,1.0,UGT1A1(750); UGT1A1(750); ABCC2(361)
ICD10:E807,knowledge_full,2,2,1.0,750.0,620.3333333333334,750.0,0.13935160308078087,274.0,0.6666666666666666,1.0,1.0,UGT1A1(750); UGT1A1(750); ABCC2(361)
Gilbert syndrome,knowledge_full,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
Crigler-Najjar syndrome,knowledge_full,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
ICD10:E804,knowledge_full,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
ICD10:E805,knowledge_full,1,1,1.0,750.0,750.0,750.0,0.0,274.0,1.0,1.0,1.0,UGT1A1(750)
Saethre-Chotzen syndrome,knowledge_full,1,1,1.0,748.0,748.0,748.0,0.0,278.0,1.0,1.0,1.0,TWIST1(748)
Donohue syndrome,knowledge_full,1,1,1.0,747.0,747.0,747.0,0.0,279.0,1.0,1.0,1.0,INSR(747)
Distal 10q deletion syndrome,knowledge_full,1,1,1.0,744.0,744.0,744.0,0.0,282.0,1.0,1.0,1.0,NAT2(744)
Maffucci syndrome,knowledge_full,2,2,1.0,743.5,743.5,931.9,0.15837256220578344,345.5,0.5,1.0,1.0,IDH1(979); IDH2(508)
Ollier disease,knowledge_full,2,2,1.0,743.5,743.5,931.9,0.15837256220578344,345.5,0.5,1.0,1.0,IDH1(979); IDH2(508)
ICD10:Q784,knowledge_full,2,2,1.0,743.5,743.5,931.9,0.15837256220578344,345.5,0.5,1.0,1.0,IDH1(979); IDH2(508)
Syndromic X-linked intellectual disability Lubs type,knowledge_full,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
X-linked intellectual disability-psychosis-macroorchidism syndrome,knowledge_full,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Severe congenital encephalopathy due to MECP2 mutation,knowledge_full,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Rett syndrome,knowledge_full,1,1,1.0,736.0,736.0,736.0,0.0,286.0,1.0,1.0,1.0,MECP2(736)
Pfeiffer syndrome,knowledge_full,2,2,1.0,734.5,734.5,753.3,0.015997277059224047,284.5,1.0,1.0,1.0,FGFR1(758); FGFR2(711)
Mismatch repair cancer syndrome,knowledge_full,4,4,1.0,732.5,708.0,1056.6000000000001,0.2611228813559322,329.0,0.75,1.0,1.0,MLH1(1110); MSH2(932); MSH6(533); PMS2(257)
Respiratory system cancer,knowledge_full,28,28,1.0,716.5,1653.9642857142858,3135.8,0.6012402175354821,297.5,0.75,0.8214285714285714,0.9642857142857143,TP53(11608); EGFR(6674); ERBB2(3350); KRAS(3044); PTEN(2819)
Lung cancer,knowledge_full,28,28,1.0,716.5,1653.9642857142858,3135.8,0.6012402175354821,297.5,0.75,0.8214285714285714,0.9642857142857143,TP53(11608); EGFR(6674); ERBB2(3350); KRAS(3044); PTEN(2819)
Urinary bladder cancer,knowledge_full,27,27,1.0,716.0,1428.5555555555557,2744.6000000000004,0.5855541056080321,299.0,0.6296296296296297,0.7777777777777778,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
ICD10:C67,knowledge_full,27,27,1.0,716.0,1428.5555555555557,2744.6000000000004,0.5855541056080321,299.0,0.6296296296296297,0.7777777777777778,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
Acrocephalosyndactylia,knowledge_full,6,6,1.0,711.0,463.42857142857144,752.0,0.3551171393341554,301.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,FGFR1(758); TWIST1(748); FGFR2(711); FGFR2(711); GLI3(217)
ICD10:Q870,knowledge_full,6,6,1.0,711.0,463.42857142857144,752.0,0.3551171393341554,301.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,FGFR1(758); TWIST1(748); FGFR2(711); FGFR2(711); GLI3(217)
Beare-Stevenson cutis gyrata syndrome,knowledge_full,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Jackson-Weiss syndrome,knowledge_full,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Crouzon syndrome,knowledge_full,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
ICD10:Q751,knowledge_full,1,1,1.0,711.0,711.0,711.0,0.0,301.0,1.0,1.0,1.0,FGFR2(711)
Autoimmune lymphoproliferative syndrome,knowledge_full,9,9,1.0,703.0,1246.111111111111,3173.0,0.5093575073066825,305.0,0.6666666666666666,0.7777777777777778,1.0,STAT3(3689); KRAS(3044); CTLA4(1335); FAS(1256); FASLG(703)
Otopalatodigital syndrome spectrum disorder,knowledge_full,3,3,1.0,697.0,596.5,697.0,0.12531433361274105,308.0,0.8333333333333334,1.0,1.0,FLNA(697); FLNA(697); FLNA(697); FLNA(697); MAP3K7(535)
X-linked cardiac valvular dysplasia,knowledge_full,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Otopalatodigital syndrome type 1,knowledge_full,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Otopalatodigital syndrome type 2,knowledge_full,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Melnick-Needles syndrome,knowledge_full,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
Terminal osseous dysplasia,knowledge_full,1,1,1.0,697.0,697.0,697.0,0.0,308.0,1.0,1.0,1.0,FLNA(697)
MYH-9 related disease,knowledge_full,1,1,1.0,695.0,695.0,695.0,0.0,310.0,1.0,1.0,1.0,MYH9(695)
Sleep disorder,knowledge_full,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
Narcolepsy,knowledge_full,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
ICD10:F5,knowledge_full,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
ICD10:F51,knowledge_full,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
ICD10:G47,knowledge_full,8,8,1.0,691.5,1550.625,3939.2999999999993,0.641062071745264,339.0,0.625,0.625,1.0,TNF(6439); HLA-DRB1(2868); HLA-DQB1(1556); HLA-DQA1(838); TNFRSF1B(545)
Progressive osseous heteroplasia,knowledge_full,1,1,1.0,691.0,691.0,691.0,0.0,314.0,1.0,1.0,1.0,GNAS(691)
McCune Albright syndrome,knowledge_full,1,1,1.0,691.0,691.0,691.0,0.0,314.0,1.0,1.0,1.0,GNAS(691)
ICD10:Q781,knowledge_full,1,1,1.0,691.0,691.0,691.0,0.0,314.0,1.0,1.0,1.0,GNAS(691)
Hypersensitivity reaction disease,knowledge_full,11,11,1.0,677.0,1052.909090909091,3044.0,0.5618593114707775,323.0,0.5454545454545454,0.7272727272727273,1.0,STAT3(3689); KRAS(3044); CTLA4(1335); FAS(1256); FASLG(703)
Hypersensitivity reaction type IV disease,knowledge_full,11,11,1.0,677.0,1052.909090909091,3044.0,0.5618593114707775,323.0,0.5454545454545454,0.7272727272727273,1.0,STAT3(3689); KRAS(3044); CTLA4(1335); FAS(1256); FASLG(703)
Enfuvirtide-induced Amyloidosis,knowledge_full,4,4,1.0,676.0,1672.25,3994.600000000001,0.6067050381222904,965.5,0.5,0.75,1.0,APOE(5224); APOA1(1126); APOA4(226); APCS(113)
Familial adenomatous polyposis,knowledge_full,2,2,1.0,669.5,669.5,949.1,0.2610156833457804,598.0,0.5,1.0,1.0,APC(1019); MUTYH(320)
Psoriatic arthritis,knowledge_full,8,8,1.0,667.5,1013.875,2410.9,0.4981352484280607,343.0,0.625,0.75,1.0,HLA-DRB1(2868); HLA-B(2215); HLA-C(1105); IL13(735); IL12B(600)
ICD10:L4,knowledge_full,8,8,1.0,667.5,1013.875,2410.9,0.4981352484280607,343.0,0.625,0.75,1.0,HLA-DRB1(2868); HLA-B(2215); HLA-C(1105); IL13(735); IL12B(600)
ICD10:L40,knowledge_full,8,8,1.0,667.5,1013.875,2410.9,0.4981352484280607,343.0,0.625,0.75,1.0,HLA-DRB1(2868); HLA-B(2215); HLA-C(1105); IL13(735); IL12B(600)
ICD10:L405,knowledge_full,8,8,1.0,667.5,1013.875,2410.9,0.4981352484280607,343.0,0.625,0.75,1.0,HLA-DRB1(2868); HLA-B(2215); HLA-C(1105); IL13(735); IL12B(600)
Wild-type transthyretin-related Amyloidosis,knowledge_full,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
Transthyretin amyloidosis,knowledge_full,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663); TTR(663)
Autoimmune disease of exocrine system,knowledge_full,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
Sjogren's syndrome,knowledge_full,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
ICD10:M350,knowledge_full,1,1,1.0,663.0,663.0,663.0,0.0,336.0,1.0,1.0,1.0,TTR(663)
Gelatinous drop-like corneal dystrophy,knowledge_full,3,3,1.0,652.0,2095.6666666666665,4309.6,0.5103653040665924,344.0,0.6666666666666666,1.0,1.0,APOE(5224); CLU(652); LTF(411)
Brunner Syndrome,knowledge_full,1,1,1.0,651.0,651.0,651.0,0.0,346.0,1.0,1.0,1.0,MAOA(651)
DICER1 syndrome,knowledge_full,1,1,1.0,648.0,648.0,648.0,0.0,349.0,1.0,1.0,1.0,DICER1(648)
APP-related cerebral amyloid angiopathy,knowledge_full,5,5,1.0,646.0,1881.6,4409.2,0.5599914965986394,352.0,0.6,0.8,1.0,APOE(5224); APP(3187); CST3(646); SERPINA3(238); APCS(113)
CST3-related cerebral amyloid angiopathy,knowledge_full,4,4,1.0,646.0,940.4,2170.6000000000004,0.5688643130582731,352.0,0.6,0.6,1.0,APP(3187); CST3(646); CST3(646); APCS(113); ITM2B(110)
Thoracic disease,knowledge_full,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
Breast cancer,knowledge_full,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
Breast disease,knowledge_full,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
Thoracic cancer,knowledge_full,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
ICD10:C50,knowledge_full,26,26,1.0,644.0,1373.3461538461538,2525.5,0.6019149444948307,357.0,0.6923076923076923,0.8076923076923077,1.0,TP53(11608); BRCA1(3448); PTEN(2819); CDH1(2232); BRCA2(2204)
Brain cancer,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
Atypical teratoid rhabdoid tumor,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
Central nervous system cancer,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
ICD10:C71,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
ICD10:C72,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
ICD10:C729,knowledge_full,2,2,1.0,641.5,641.5,733.1,0.0892439594699923,379.0,1.0,1.0,1.0,SMARCA4(756); SMARCB1(527)
Cleidocranial dysplasia,knowledge_full,1,1,1.0,641.0,641.0,641.0,0.0,354.0,1.0,1.0,1.0,RUNX2(641)
ICD10:Q740,knowledge_full,1,1,1.0,641.0,641.0,641.0,0.0,354.0,1.0,1.0,1.0,RUNX2(641)
Ectodermal dysplasia and immune deficiency,knowledge_full,2,2,1.0,638.5,638.5,702.1,0.06225528582615514,366.0,1.0,1.0,1.0,NFKBIA(718); IKBKG(559)
Neurofibromatosis,knowledge_full,1,1,1.0,638.0,638.0,638.0,0.0,359.0,1.0,1.0,1.0,NF1(638)
ICD10:Q850,knowledge_full,1,1,1.0,638.0,638.0,638.0,0.0,359.0,1.0,1.0,1.0,NF1(638)
Wilson disease,knowledge_full,2,2,1.0,625.5,625.5,815.5,0.18984812150279784,492.5,0.5,1.0,1.0,PRNP(863); ATP7B(388)
Loeys-Dietz syndrome,knowledge_full,5,5,1.0,617.0,583.8,865.6,0.24158958547447754,377.0,0.6,1.0,1.0,SMAD3(1028); TGFBR2(622); TGFBR1(617); TGFB2(389); TGFB3(263)
Urinary system cancer,knowledge_full,38,38,1.0,615.0,1454.948717948718,2925.2000000000016,0.6564523716242872,379.0,0.5641025641025641,0.7435897435897436,0.9743589743589743,TP53(11608); TP53(11608); CTNNB1(3354); ERBB2(3350); PTEN(2819)
ICD10:C68,knowledge_full,38,38,1.0,615.0,1454.948717948718,2925.2000000000016,0.6564523716242872,379.0,0.5641025641025641,0.7435897435897436,0.9743589743589743,TP53(11608); TP53(11608); CTNNB1(3354); ERBB2(3350); PTEN(2819)
Bladder disease,knowledge_full,29,29,1.0,615.0,1253.7096774193549,2695.0,0.6276382681158519,379.0,0.5483870967741935,0.6774193548387096,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
ICD10:N32,knowledge_full,29,29,1.0,615.0,1253.7096774193549,2695.0,0.6276382681158519,379.0,0.5483870967741935,0.6774193548387096,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
ICD10:N329,knowledge_full,29,29,1.0,615.0,1253.7096774193549,2695.0,0.6276382681158519,379.0,0.5483870967741935,0.6774193548387096,1.0,TP53(11608); ERBB2(3350); PTEN(2819); CDKN2A(2695); MDM2(2209)
Lacrimoauriculodentodigital syndrome 1,knowledge_full,3,3,1.0,615.0,484.3333333333333,691.8,0.26795136499197064,379.0,0.6666666666666666,0.6666666666666666,1.0,FGFR2(711); FGFR3(615); FGF10(127)
LADD syndrome,knowledge_full,3,3,1.0,615.0,484.3333333333333,711.0,0.26795136499197064,379.0,0.6666666666666666,0.6666666666666666,1.0,FGFR2(711); FGFR2(711); FGFR3(615); FGFR3(615); FGF10(127)
Muenke Syndrome,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Hypochondroplasia,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
SADDAN,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Crouzon syndrome-acanthosis nigricans syndrome,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Thanatophoric dysplasia,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
Achondroplasia,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
ICD10:Q771,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615)
ICD10:Q774,knowledge_full,1,1,1.0,615.0,615.0,615.0,0.0,379.0,1.0,1.0,1.0,FGFR3(615); FGFR3(615)
Tatton-Brown-Rahman syndrome,knowledge_full,1,1,1.0,612.0,612.0,612.0,0.0,384.0,1.0,1.0,1.0,DNMT3A(612)
Atherosclerosis,knowledge_full,8,8,1.0,610.0,539.0,1002.0999999999999,0.4250347866419295,407.5,0.5,0.625,0.875,APOA1(1126); APOB(949); ABCA1(849); CETP(706); LPA(514)
Arteriosclerotic cardiovascular disease,knowledge_full,8,8,1.0,610.0,539.0,1002.0999999999999,0.4250347866419295,407.5,0.5,0.625,0.875,APOA1(1126); APOB(949); ABCA1(849); CETP(706); LPA(514)
Arteriosclerosis,knowledge_full,8,8,1.0,610.0,539.0,1002.0999999999999,0.4250347866419295,407.5,0.5,0.625,0.875,APOA1(1126); APOB(949); ABCA1(849); CETP(706); LPA(514)
ICD10:I70,knowledge_full,8,8,1.0,610.0,539.0,1002.0999999999999,0.4250347866419295,407.5,0.5,0.625,0.875,APOA1(1126); APOB(949); ABCA1(849); CETP(706); LPA(514)
ICD10:F0,knowledge_full,32,29,0.90625,608.0,1503.7674418604652,4816.600000000009,0.5805623949366762,389.0,0.5116279069767442,0.813953488372093,0.9534883720930233,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APOE(5224)
Neuronal ceroid lipofuscinosis 11,knowledge_full,1,1,1.0,608.0,608.0,608.0,0.0,389.0,1.0,1.0,1.0,GRN(608)
Winchester syndrome,knowledge_full,1,1,1.0,608.0,608.0,608.0,0.0,390.0,1.0,1.0,1.0,MMP14(608)
Hepatobiliary system cancer,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Adenocarcinoma,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Bile duct cancer,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Biliary tract cancer,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Bile duct adenocarcinoma,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Bile duct carcinoma,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Cholangiocarcinoma,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
ICD10:C2,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
ICD10:C22,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
ICD10:C221,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
ICD10:C24,knowledge_full,34,34,1.0,606.0,1406.0882352941176,2976.5,0.6474581005242894,388.0,0.5294117647058824,0.7058823529411765,0.9411764705882353,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Myelofibrosis,knowledge_full,6,6,1.0,604.0,785.6666666666666,1391.5,0.33503040588318483,415.5,0.5,1.0,1.0,JAK2(1804); IDH1(979); CALR(700); IDH2(508); TET2(471)
Apolipoprotein A-I associated Amyloidosis,knowledge_full,12,12,1.0,603.0,514.1666666666666,861.3000000000001,0.38190167477039444,397.5,0.5833333333333334,0.75,1.0,APOA1(1126); HBB(871); ALB(774); ACTB(774); SERPINA1(760)
ICD10:C5,knowledge_full,33,33,1.0,599.0,1532.4,3410.4,0.6175056636728959,399.0,0.6666666666666666,0.8222222222222222,1.0,TP53(11608); TP53(11608); AKT1(3744); BRCA1(3448); BRCA1(3448)
Female reproductive organ cancer,knowledge_full,19,19,1.0,599.0,1750.0526315789473,3507.2,0.6240255536438161,399.0,0.631578947368421,0.8421052631578947,1.0,TP53(11608); AKT1(3744); BRCA1(3448); CTNNB1(3354); CDH1(2232)
Ovarian cancer,knowledge_full,19,19,1.0,599.0,1750.0526315789473,3507.2,0.6240255536438161,399.0,0.631578947368421,0.8421052631578947,1.0,TP53(11608); AKT1(3744); BRCA1(3448); CTNNB1(3354); CDH1(2232)
ICD10:C56,knowledge_full,19,19,1.0,599.0,1750.0526315789473,3507.2,0.6240255536438161,399.0,0.631578947368421,0.8421052631578947,1.0,TP53(11608); AKT1(3744); BRCA1(3448); CTNNB1(3354); CDH1(2232)
ICD10:C57,knowledge_full,19,19,1.0,599.0,1750.0526315789473,3507.2,0.6240255536438161,399.0,0.631578947368421,0.8421052631578947,1.0,TP53(11608); AKT1(3744); BRCA1(3448); CTNNB1(3354); CDH1(2232)
Nijmegen breakage syndrome,knowledge_full,1,1,1.0,599.0,599.0,599.0,0.0,399.0,1.0,1.0,1.0,NBN(599)
Mandibuloacral dysplasia,knowledge_full,2,2,1.0,597.5,597.5,977.9,0.3979079497907949,2019.0,0.5,0.5,1.0,LMNA(1073); ZMPSTE24(122)
Autoimmune disease of endocrine system,knowledge_full,20,20,1.0,589.0,1081.8275862068965,2868.0,0.5050488175094552,407.0,0.6896551724137931,0.8620689655172413,0.9655172413793104,IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-DRB1(2868); CCR5(1643)
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,knowledge_full,3,3,1.0,587.0,650.6666666666666,786.2,0.10484972677595635,408.0,1.0,1.0,1.0,VCP(836); HNRNPA1(587); HNRNPA2B1(529)
ICD10:Q85,knowledge_full,5,5,1.0,586.0,606.6,804.8000000000001,0.16155621496867792,410.0,0.8,1.0,1.0,VHL(916); NF1(638); STK11(586); TSC2(541); TSC1(352)
Peutz-Jeghers syndrome,knowledge_full,1,1,1.0,586.0,586.0,586.0,0.0,410.0,1.0,1.0,1.0,STK11(586)
X-linked dilated cardiomyopathy,knowledge_full,1,1,1.0,585.0,585.0,585.0,0.0,413.0,1.0,1.0,1.0,DMD(585)
Graves' disease,knowledge_full,8,8,1.0,581.5,827.75,1794.8999999999996,0.4948278465720326,413.0,0.625,0.875,0.875,HLA-DRB1(2868); CTLA4(1335); CD40(625); PTPN22(589); IL2RA(574)
Baraitser-Winter syndrome,knowledge_full,2,2,1.0,581.0,581.0,735.4,0.1660929432013769,517.0,0.5,1.0,1.0,ACTB(774); ACTG1(388)
Autoimmune disease of the nervous system,knowledge_full,7,7,1.0,574.0,1647.2857142857142,4296.4000000000015,0.603515987957927,419.0,0.5714285714285714,1.0,1.0,TNF(6439); HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349)
Multiple sclerosis,knowledge_full,5,5,1.0,574.0,968.8,2051.6000000000004,0.4758051197357556,419.0,0.6,1.0,1.0,HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349); CYP27B1(226)
Demyelinating disease,knowledge_full,5,5,1.0,574.0,968.8,2051.6000000000004,0.4758051197357556,419.0,0.6,1.0,1.0,HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349); CYP27B1(226)
ICD10:G35,knowledge_full,5,5,1.0,574.0,968.8,2051.6000000000004,0.4758051197357556,419.0,0.6,1.0,1.0,HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349); CYP27B1(226)
ICD10:G379,knowledge_full,5,5,1.0,574.0,968.8,2051.6000000000004,0.4758051197357556,419.0,0.6,1.0,1.0,HLA-DRB1(2868); TNFRSF1A(827); IL2RA(574); IL7R(349); CYP27B1(226)
Campomelic dysplasia,knowledge_full,1,1,1.0,567.0,567.0,567.0,0.0,426.0,1.0,1.0,1.0,SOX9(567)
Bloch-Sulzberger syndrome,knowledge_full,1,1,1.0,559.0,559.0,559.0,0.0,434.0,1.0,1.0,1.0,IKBKG(559)
Gastrointestinal system cancer,knowledge_full,42,42,1.0,558.0,1294.7441860465117,2803.8,0.6364876594727947,436.0,0.5116279069767442,0.7209302325581395,0.9534883720930233,TP53(11608); EGFR(6674); BRCA1(3448); KRAS(3044); PTEN(2819)
Juvenile polyposis syndrome,knowledge_full,2,2,1.0,558.0,558.0,842.8,0.31899641577060933,1147.0,0.5,0.5,1.0,SMAD4(914); BMPR1A(202)
Rheumatoid arthritis,knowledge_full,31,31,1.0,555.5,1086.53125,2802.700000000001,0.6011668080761599,444.0,0.53125,0.78125,0.9375,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-B(2215)
ICD10:M0,knowledge_full,31,31,1.0,555.5,1086.53125,2802.700000000001,0.6011668080761599,444.0,0.53125,0.78125,0.9375,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-B(2215)
ICD10:M05,knowledge_full,31,31,1.0,555.5,1086.53125,2802.700000000001,0.6011668080761599,444.0,0.53125,0.78125,0.9375,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-B(2215)
ICD10:M06,knowledge_full,31,31,1.0,555.5,1086.53125,2802.700000000001,0.6011668080761599,444.0,0.53125,0.78125,0.9375,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-B(2215)
ICD10:M069,knowledge_full,31,31,1.0,555.5,1086.53125,2802.700000000001,0.6011668080761599,444.0,0.53125,0.78125,0.9375,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-DRB1(2868); HLA-B(2215)
Juvenile rheumatoid arthritis,knowledge_full,28,28,1.0,555.5,1102.5357142857142,2410.9000000000005,0.6007105605353151,444.0,0.5357142857142857,0.7857142857142857,0.9285714285714286,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-B(2215); HLA-A(1667)
